ts,battery_v,solar_i,temp,cpu,comm,flags,qx,qy,qz,qw,extra0,extra1,extra2,extra3,extra4,extra5,extra6,extra7,iso_flag,iso_score,lr_batt_flag,rule_flag,combined_flag
1764960572,3.8827457427978516,0.20953284204006195,25.89898681640625,20,0,0,1.0,0.0,0.0,0.0,1.3103644847869873,0.2404409795999527,-1.1598840951919556,-0.03117387928068638,1.2213948965072632,-0.8571051359176636,1.1080067157745361,-0.13988706469535828,0,-0.0944758063293929,0,0,0
1764960632,3.906045436859131,0.22676865756511688,24.927650451660156,24,0,0,1.0,0.0,0.0,0.0,0.77034991979599,0.5823702812194824,-0.35489189624786377,-1.1570148468017578,1.0052632093429565,-1.5010836124420166,-0.15934734046459198,1.2402704954147339,0,-0.07278525608229386,0,0,0
1764960692,3.909695863723755,0.21840593218803406,25.014371871948242,30,0,0,1.0,0.0,0.0,0.0,-0.8131536245346069,-1.2814043760299683,0.3954901099205017,0.44306907057762146,-1.6557176113128662,0.7658601999282837,-1.4891513586044312,0.6535382866859436,0,-0.03966604117682304,0,0,0
1764960752,3.898360252380371,0.22952048480510712,24.763689041137695,20,0,0,1.0,0.0,0.0,0.0,0.5488762259483337,1.0437816381454468,-0.4540926218032837,0.7213994264602661,0.1102556586265564,-0.4271899461746216,1.1115729808807373,0.5801747441291809,0,-0.10961828763740039,0,0,0
1764960812,3.9457335472106934,0.24986712634563446,26.009496688842773,20,0,0,1.0,0.0,0.0,0.0,1.2684251070022583,-1.778907299041748,-0.19417938590049744,-0.35969674587249756,-0.14171139895915985,-0.25492581725120544,-0.37037110328674316,0.9370645880699158,0,-0.0691175529967985,0,0,0
1764960872,3.9182446002960205,0.2661052346229553,27.27016258239746,18,0,0,1.0,0.0,0.0,0.0,0.48374325037002563,0.5256326198577881,-0.7906227707862854,1.132404088973999,2.3100221157073975,-0.4895554780960083,-1.2681677341461182,-0.6175462007522583,0,-0.058636082392333366,0,0,0
1764960932,3.920815944671631,0.2506517767906189,26.3277645111084,20,0,0,1.0,0.0,0.0,0.0,1.008160948753357,1.421800136566162,-0.3372223675251007,1.558740496635437,-0.5745644569396973,0.005366862751543522,0.12184711545705795,-1.3008872270584106,0,-0.06531686352897981,0,0,0
1764960992,3.932749032974243,0.27313247323036194,28.100711822509766,18,0,0,1.0,0.0,0.0,0.0,0.6492403149604797,-0.24698735773563385,0.5245606899261475,-0.6352354288101196,0.7251356244087219,1.0423598289489746,-0.08394446223974228,0.07893041521310806,0,-0.10446134117348099,0,0,0
1764961052,3.920387029647827,0.2749270498752594,26.8968448638916,16,0,0,1.0,0.0,0.0,0.0,-0.35190725326538086,0.7946575284004211,-0.7458535432815552,1.2139811515808105,0.032619066536426544,-0.905637264251709,-0.6745429039001465,0.31039565801620483,0,-0.08582596595651187,0,0,0
1764961112,3.930952548980713,0.2798135280609131,26.860124588012695,15,0,0,1.0,0.0,0.0,0.0,-2.0835468769073486,-0.2011568248271942,-0.8122886419296265,0.1731555014848709,0.6492109298706055,0.7256065607070923,-1.2417161464691162,-0.10608913004398346,0,-0.0590814252371889,0,0,0
1764961172,3.9280741214752197,0.290621817111969,28.128889083862305,19,0,0,1.0,0.0,0.0,0.0,-0.16353392601013184,0.8678885102272034,-0.9346195459365845,-0.8752515912055969,-1.0077539682388306,-1.5166832208633423,0.21511583030223846,-0.1386290192604065,0,-0.06556248193908998,0,0,0
1764961232,3.130739688873291,0.3144216537475586,39.116336822509766,22,2,0,1.0,0.0,0.0,0.0,0.7872583270072937,0.09352807700634003,-0.6999325156211853,-0.5434760451316833,-0.36185795068740845,0.011998269706964493,1.131078839302063,-0.24278120696544647,1,0.009097009708310178,1,1,1
1764961292,3.9495246410369873,0.3148075044155121,28.964792251586914,23,0,0,1.0,0.0,0.0,0.0,-1.2962216138839722,-0.25881484150886536,-0.9437676072120667,-0.5134122371673584,0.008368936367332935,-2.251843214035034,-0.08466241508722305,0.38459229469299316,0,-0.05289254991250808,0,0,0
1764961352,3.929609537124634,0.31601446866989136,28.552833557128906,20,0,0,1.0,0.0,0.0,0.0,0.3557887375354767,-0.14666695892810822,-0.4307236075401306,-0.5169987678527832,0.9034205079078674,0.16853158175945282,-0.10658971965312958,0.2969517409801483,0,-0.10837050250121039,0,0,0
1764961412,3.9319615364074707,0.31456458568573,28.35264015197754,24,0,0,1.0,0.0,0.0,0.0,1.0865408182144165,-0.7634554505348206,1.352998971939087,-0.7257879972457886,0.6197690367698669,1.5822348594665527,-0.25630438327789307,-1.1905527114868164,0,-0.047162528983473284,0,0,0
1764961472,3.92877197265625,0.3188798129558563,28.586715698242188,22,0,0,1.0,0.0,0.0,0.0,0.5777084231376648,-1.3471605777740479,0.9639021158218384,-1.7361358404159546,-0.4859611392021179,-0.05750364810228348,-2.3871583938598633,-1.2762811183929443,0,-0.015042076422930706,0,0,0
1764961532,3.938741683959961,0.3300023078918457,29.10809326171875,23,0,0,1.0,0.0,0.0,0.0,-0.7972211241722107,0.23001201450824738,-0.2183067351579666,-0.3420538902282715,-0.34409400820732117,0.6022093892097473,-0.8598933815956116,-0.5523566007614136,0,-0.08120132799958096,0,0,0
1764961592,3.938791513442993,0.35090872645378113,29.092788696289062,20,0,0,1.0,0.0,0.0,0.0,0.9586350321769714,0.5528576970100403,2.510467052459717,-0.32282933592796326,0.016362203285098076,-0.9114612340927124,0.8406085968017578,-0.053780682384967804,0,-0.040249744428034584,0,0,0
1764961652,3.963804244995117,0.34480756521224976,28.668289184570312,26,0,0,1.0,0.0,0.0,0.0,0.04650803282856941,-1.2790054082870483,1.309661865234375,-0.48694342374801636,0.60395348072052,0.3258199691772461,0.5476480722427368,-0.28310662508010864,0,-0.05123064434337182,0,0,0
1764961712,3.934682846069336,0.34957411885261536,28.515527725219727,20,0,0,1.0,0.0,0.0,0.0,-1.3200139999389648,-1.3469799757003784,-0.16250833868980408,-1.6148781776428223,1.7974447011947632,-0.3690851330757141,1.3776705265045166,0.849509060382843,0,-0.02950964779646753,0,0,0
1764961772,3.9338176250457764,0.3445926010608673,29.841508865356445,28,0,0,1.0,0.0,0.0,0.0,1.597488284111023,1.768831729888916,0.19756217300891876,1.1931028366088867,-0.5924879908561707,-1.3821065425872803,0.9915605187416077,0.22919608652591705,1,0.005262839980349154,0,0,1
1764961832,3.954664945602417,0.35783690214157104,28.433229446411133,12,0,0,1.0,0.0,0.0,0.0,0.21382828056812286,0.3768778443336487,0.46222469210624695,-1.0085943937301636,-0.05704265087842941,-1.3312487602233887,-0.6998258233070374,-1.6922999620437622,0,-0.018426048390149385,0,0,0
1764961892,3.935286283493042,0.3563052713871002,28.16295051574707,21,0,0,1.0,0.0,0.0,0.0,0.15860691666603088,0.4240435063838959,-2.135305881500244,2.082941770553589,1.5666917562484741,-1.242988109588623,1.060990810394287,-0.9010464549064636,0,-0.014173835733267692,0,0,0
1764961952,3.9405362606048584,0.3659689426422119,29.10692596435547,16,0,0,1.0,0.0,0.0,0.0,-1.5042729377746582,-1.8494598865509033,1.0794347524642944,-0.5558837056159973,-0.6522918939590454,-0.7981890439987183,-1.0482786893844604,0.9287553429603577,1,2.694512341916422e-05,0,0,1
1764962012,3.9527530670166016,0.3365629017353058,28.9929256439209,21,0,0,1.0,0.0,0.0,0.0,0.218020498752594,0.40094929933547974,0.7384575009346008,-1.7238959074020386,0.18140390515327454,0.26849237084388733,0.09452708065509796,0.18956060707569122,0,-0.06664847381800021,0,0,0
1764962072,3.95662260055542,0.3481040596961975,28.547985076904297,20,0,0,1.0,0.0,0.0,0.0,-1.4142509698867798,-0.5838139653205872,-1.4086604118347168,-0.17914071679115295,-2.1150386333465576,0.7245331406593323,-1.3854252099990845,1.2915558815002441,0,-0.006368755562558337,0,0,0
1764962132,3.9445226192474365,0.3466917872428894,29.306434631347656,23,0,0,1.0,0.0,0.0,0.0,1.4019454717636108,0.8030184507369995,-1.1409279108047485,0.34577465057373047,0.8883378505706787,-0.4799697995185852,0.6332035064697266,1.5114459991455078,0,-0.03879197557322206,0,0,0
1764962192,3.9581360816955566,0.33898767828941345,28.516042709350586,20,0,0,1.0,0.0,0.0,0.0,-0.8308417797088623,0.77130526304245,0.5896021127700806,1.3894784450531006,0.5082470774650574,-0.04979447275400162,0.7237282395362854,-0.16207560896873474,0,-0.06635468379615445,0,0,0
1764962252,3.9282991886138916,0.3333941102027893,29.515174865722656,15,0,0,1.0,0.0,0.0,0.0,-0.41618067026138306,0.6860970258712769,1.3233710527420044,-0.36876800656318665,0.491805762052536,-0.4381978511810303,1.2425706386566162,1.4852811098098755,0,-0.04411859040812344,0,0,0
1764962312,3.9390056133270264,0.3538696765899658,28.6799259185791,23,0,0,1.0,0.0,0.0,0.0,-0.44906872510910034,-1.0970388650894165,-1.383850336074829,1.077776312828064,1.7424213886260986,0.6238021850585938,1.0257521867752075,0.4882495701313019,0,-0.03661548461979308,0,0,0
1764962372,3.947859764099121,0.3358815312385559,28.654897689819336,19,0,0,1.0,0.0,0.0,0.0,2.253190755844116,-0.7340274453163147,-0.8762056827545166,-1.101151943206787,-0.5542916059494019,0.6753385066986084,0.8059008717536926,0.6869416236877441,0,-0.022781004498488022,0,0,0
1764962432,3.924787998199463,0.33377131819725037,28.39578628540039,17,0,0,1.0,0.0,0.0,0.0,-0.11049765348434448,-2.1806461811065674,1.2204527854919434,0.38236910104751587,1.1130688190460205,0.9457469582557678,-0.659339964389801,1.2919446229934692,0,-0.038129618144739474,0,0,0
1764962492,3.9471614360809326,0.31881192326545715,28.64942169189453,13,0,0,1.0,0.0,0.0,0.0,0.1374261975288391,1.4019109010696411,-0.025554031133651733,0.24754640460014343,-0.195283442735672,0.20313122868537903,0.4919995367527008,-0.08655347675085068,0,-0.07577874973270926,0,0,0
1764962552,3.9222869873046875,0.30689865350723267,26.70606231689453,19,0,0,1.0,0.0,0.0,0.0,0.12853936851024628,0.5308501124382019,-0.7686253786087036,-1.3873496055603027,-0.4462946951389313,0.030149461701512337,0.38591018319129944,1.1212100982666016,0,-0.08601867120887974,0,0,0
1764962612,3.9265828132629395,0.32025521993637085,27.257423400878906,10,0,0,1.0,0.0,0.0,0.0,0.19885678589344025,1.1558808088302612,-1.6692816019058228,0.06515562534332275,-0.2007058709859848,1.4523344039916992,-0.07252909243106842,0.5514714121818542,0,-0.054164990483068,0,0,0
1764962672,3.9320385456085205,0.294523149728775,27.451602935791016,14,0,0,1.0,0.0,0.0,0.0,-1.3159643411636353,-0.2745291292667389,-0.386862188577652,-1.3972138166427612,1.8253436088562012,0.760285496711731,1.0974401235580444,-0.3358581066131592,0,-0.06033477891346889,0,0,0
1764962732,3.9221837520599365,0.2835196256637573,26.558650970458984,14,0,0,1.0,0.0,0.0,0.0,0.3440568447113037,2.323345899581909,-0.3137430250644684,-0.19071701169013977,-1.832729697227478,0.1827262043952942,-2.0930752754211426,1.2806519269943237,1,0.0024994668181639312,0,0,1
1764962792,3.922145366668701,0.28122079372406006,26.448383331298828,23,0,0,1.0,0.0,0.0,0.0,-0.4947413206100464,-0.04871946573257446,1.1250439882278442,-0.5614070892333984,-1.6024432182312012,1.74448823928833,-0.6082533001899719,-0.7095856070518494,0,-0.05122297734847653,0,0,0
1764962852,3.9276230335235596,0.2836996912956238,26.487411499023438,16,0,0,1.0,0.0,0.0,0.0,-0.26000332832336426,-0.35035941004753113,-0.6752114295959473,0.657472550868988,1.7494665384292603,0.6520419120788574,2.387883424758911,-0.710057258605957,0,-0.04684202542584054,0,0,0
1764962912,3.9017245769500732,0.2593269646167755,27.20334815979004,23,0,0,1.0,0.0,0.0,0.0,-0.6896305084228516,-0.5342201590538025,-1.2104856967926025,0.03571973368525505,-0.36127838492393494,1.083169937133789,-0.11258421093225479,-2.105151891708374,0,-0.06908679428289383,0,0,0
1764962972,3.907048225402832,0.24638983607292175,26.427936553955078,14,0,0,1.0,0.0,0.0,0.0,0.7760080695152283,-1.2120929956436157,1.2091796398162842,-0.1862301230430603,0.6063501834869385,0.09053955972194672,0.1926911473274231,-0.5490791201591492,0,-0.09725525679804536,0,0,0
1764963032,3.8972203731536865,0.2274722158908844,25.45743179321289,20,0,0,1.0,0.0,0.0,0.0,0.0750279426574707,0.9069334864616394,1.0465867519378662,0.2792910933494568,0.09319494664669037,-1.0426530838012695,1.7802314758300781,0.4775291681289673,0,-0.08890635461793478,0,0,0
1764963092,3.9269726276397705,0.23700183629989624,26.470258712768555,20,0,0,1.0,0.0,0.0,0.0,0.41448774933815,-0.15461397171020508,-1.175048589706421,1.6009047031402588,-0.2561333477497101,-0.867950439453125,0.34077462553977966,0.7728506922721863,0,-0.09282452217520981,0,0,0
1764963152,3.9040729999542236,0.23397131264209747,25.97530174255371,32,0,0,1.0,0.0,0.0,0.0,-0.9002768397331238,-0.24064362049102783,-0.1075596958398819,-0.49010100960731506,2.33268141746521,-0.32092416286468506,-0.2630484104156494,-1.8158084154129028,0,-0.032230201645765955,0,0,0
1764963212,3.892016887664795,0.21084626019001007,25.61125946044922,20,0,0,1.0,0.0,0.0,0.0,0.8563897609710693,-0.5558382272720337,0.731705904006958,0.17120487987995148,0.2441496104001999,0.017327696084976196,0.7647808194160461,-0.5304688215255737,0,-0.12173761934903066,0,0,0
1764963272,3.8922128677368164,0.17915226519107819,24.677757263183594,21,0,0,1.0,0.0,0.0,0.0,-0.8313599824905396,0.018707716837525368,-0.1208290383219719,-0.8554689288139343,-1.2487934827804565,-0.5175859332084656,0.024204596877098083,-1.041836142539978,0,-0.09271659311794245,0,0,0
